timestamp,ax,ay,az,gx,gy,gz,label
2020-03-19,16:52:53.554,0.021973, -0.008301, 0.970215,-0.328064, 1.533508, -0.503540,rivka
2020-03-19,16:52:53.581,0.028320, -0.003418, 1.015137,0.534058, 0.244141, -0.854492,rivka
2020-03-19,16:52:53.609,0.016846, -0.006836, 0.991211,-1.586914, -1.129150, 0.320435,rivka
2020-03-19,16:52:53.637,0.036133, -0.021484, 0.981201,-1.342773, -0.061035, 0.251770,rivka
2020-03-19,16:52:53.664,0.039062, -0.011230, 0.996094,2.342224, 1.434326, 0.175476,rivka
2020-03-19,16:52:53.693,0.030518, 0.007568, 0.979004,-0.511169, 0.831604, -1.953125,rivka
2020-03-19,16:52:53.720,0.027832, 0.005371, 0.984619,-7.072449, 0.335693, -0.488281,rivka
2020-03-19,16:52:53.748,0.037598, -0.023438, 0.997314,-5.737305, 0.167847, -0.434875,rivka
2020-03-19,16:52:53.776,0.041992, -0.019287, 0.983643,-4.035950, 1.586914, 0.030518,rivka
2020-03-19,16:52:53.803,0.028076, 0.000977, 0.995850,-0.968933, 0.816345, 0.343323,rivka
2020-03-19,16:52:53.832,0.022705, 0.004150, 0.984863,-6.477356, -0.709534, -1.289368,rivka
2020-03-19,16:52:53.861,0.038330, -0.011963, 0.977539,-4.684448, -1.495361, -0.350952,rivka
2020-03-19,16:52:53.888,0.042969, -0.026123, 0.986816,-2.784729, 0.396729, 0.564575,rivka
2020-03-19,16:52:53.916,0.042969, -0.014893, 0.991699,-1.930237, 1.396179, 0.122070,rivka
2020-03-19,16:52:53.944,0.038330, -0.005127, 0.991455,-2.792358, 0.228882, -0.839233,rivka
2020-03-19,16:52:53.972,0.043945, -0.014404, 0.969971,-2.929688, 0.267029, 0.015259,rivka
2020-03-19,16:52:54.000,0.046875, -0.027344, 0.977539,-0.808716, 1.739502, 0.915527,rivka
2020-03-19,16:52:54.028,0.043457, -0.023193, 0.980713,-0.816345, 3.303528, 0.083923,rivka
2020-03-19,16:52:54.056,0.035400, -0.012695, 0.980957,-2.761841, 2.349854, -0.045776,rivka
2020-03-19,16:52:54.084,0.039551, -0.006104, 0.991455,-5.279541, 0.907898, -1.007080,rivka
2020-03-19,16:52:54.112,0.048340, -0.022461, 0.986328,-5.737305, 1.037598, -0.450134,rivka
2020-03-19,16:52:54.140,0.050293, -0.034424, 0.974609,-0.640869, 3.326416, 0.381470,rivka
2020-03-19,16:52:54.168,0.043701, -0.011963, 0.984131,1.121521, 4.585266, -0.411987,rivka
2020-03-19,16:52:54.196,0.036865, -0.009277, 0.997803,-0.732422, 3.311157, -0.175476,rivka
2020-03-19,16:52:54.224,0.034668, -0.020508, 0.984863,-3.578186, 2.891541, -0.320435,rivka
2020-03-19,16:52:54.253,0.029297, -0.019043, 0.974854,1.571655, 1.548767, -1.594543,rivka
2020-03-19,16:52:54.281,0.037354, -0.016846, 0.979248,3.410339, 1.640320, -0.251770,rivka
2020-03-19,16:52:54.309,0.032715, 0.001221, 0.999023,-2.677917, 1.770020, -0.076294,rivka
2020-03-19,16:52:54.337,0.033936, -0.004150, 0.981689,-3.852844, 0.305176, -0.328064,rivka
2020-03-19,16:52:54.364,0.044922, -0.026123, 0.968750,-4.058838, -0.465393, -1.251221,rivka
2020-03-19,16:52:54.394,0.044189, -0.008545, 0.978760,0.274658, 1.655579, 0.144958,rivka
2020-03-19,16:52:54.422,0.039795, -0.005615, 0.997314,-1.518250, 0.968933, -0.152588,rivka
2020-03-19,16:52:54.451,0.046143, -0.020752, 0.986816,-3.196716, 0.495911, -0.205994,rivka
2020-03-19,16:52:54.478,0.048340, -0.017090, 0.989502,-2.014160, 1.045227, 0.083923,rivka
2020-03-19,16:52:54.506,0.044434, -0.013428, 0.986328,-0.892639, 2.571106, 0.144958,rivka
2020-03-19,16:52:54.534,0.043945, -0.028320, 0.971191,0.793457, 3.616333, 0.503540,rivka
2020-03-19,16:52:54.562,0.029053, 0.007080, 0.983887,-1.037598, 3.883362, -0.869751,rivka
2020-03-19,16:52:54.590,0.037842, -0.006592, 0.990479,-3.105164, 1.472473, 0.045776,rivka
2020-03-19,16:52:54.618,0.040527, -0.018555, 0.980713,-4.852295, 1.045227, -0.846863,rivka
2020-03-19,16:52:54.645,0.042236, -0.015137, 0.969727,-4.386902, 0.823975, -0.083923,rivka
2020-03-19,16:52:54.673,0.050293, -0.022705, 0.992676,-1.098633, 2.960205, 0.518799,rivka
2020-03-19,16:52:54.701,0.040771, -0.020508, 0.981689,0.076294, 2.365112, 0.205994,rivka
2020-03-19,16:52:54.729,0.039307, 0.003174, 0.972168,-2.990723, 2.037048, -0.267029,rivka
2020-03-19,16:52:54.756,0.038574, -0.001953, 0.984863,-5.424500, 1.266479, -0.572205,rivka
2020-03-19,16:52:54.784,0.039307, -0.016602, 0.998535,-3.738403, 0.602722, -0.587463,rivka
2020-03-19,16:52:54.814,0.046875, -0.016602, 0.997070,-3.662109, 1.762390, -0.083923,rivka
2020-03-19,16:52:54.842,0.039795, -0.020996, 0.979980,-4.310608, 2.021790, 0.183105,rivka
2020-03-19,16:52:54.870,0.038574, -0.026123, 0.971924,-2.120972, 2.052307, 0.076294,rivka
2020-03-19,16:52:54.897,0.035645, -0.005371, 0.984619,-4.173279, 1.266479, -0.473022,rivka
2020-03-19,16:52:54.925,0.044922, -0.015625, 1.001709,-4.386902, 1.174927, 0.328064,rivka
2020-03-19,16:52:54.954,0.040527, -0.022461, 0.974609,-3.974915, -0.534058, 0.061035,rivka
2020-03-19,16:52:54.982,0.041748, -0.018555, 0.985596,-2.265930, 0.297546, -0.862122,rivka
2020-03-19,16:52:55.009,0.050293, -0.015381, 0.998291,-3.646851, 1.564026, -1.213074,rivka
2020-03-19,16:52:55.038,0.055664, -0.022217, 0.983643,-4.096985, 0.976562, -0.679016,rivka
2020-03-19,16:52:55.066,0.047607, -0.045654, 0.984131,-1.792908, 0.801086, 0.450134,rivka
2020-03-19,16:52:55.095,0.052979, -0.037109, 0.969971,1.281738, 3.166199, -0.694275,rivka
2020-03-19,16:52:55.122,0.047119, -0.024902, 0.983643,2.807617, 4.493713, -0.312805,rivka
2020-03-19,16:52:55.150,0.042969, -0.010498, 0.993408,-1.838684, 3.608704, -0.595093,rivka
2020-03-19,16:52:55.178,0.037354, -0.014648, 0.982666,-2.830505, 2.655029, 0.106812,rivka
2020-03-19,16:52:55.206,0.038818, -0.024658, 0.972412,-1.396179, 1.838684, -0.503540,rivka
2020-03-19,16:52:55.235,0.046875, -0.020508, 0.991943,1.640320, 3.868103, -0.427246,rivka
2020-03-19,16:52:55.263,0.042969, -0.018311, 0.996338,-1.899719, 2.243042, -0.488281,rivka
2020-03-19,16:52:55.291,0.039551, -0.014893, 0.982422,-3.059387, 0.785828, 0.022888,rivka
2020-03-19,16:52:55.318,0.045166, -0.019775, 0.987793,-4.371643, -0.144958, -0.190735,rivka
2020-03-19,16:52:55.347,0.051270, -0.021484, 0.989502,-5.546570, -0.205994, -0.381470,rivka
2020-03-19,16:52:55.380,0.052979, -0.031250, 0.987061,-3.364563, 1.640320, -1.365662,rivka
2020-03-19,16:52:55.409,0.045898, -0.020508, 0.985352,-2.456665, 2.456665, -0.457764,rivka
2020-03-19,16:52:55.437,0.042480, -0.025635, 0.976807,0.450134, 4.013062, 0.053406,rivka
2020-03-19,16:52:55.465,0.043457, -0.020752, 0.991211,-1.121521, 3.738403, -0.183105,rivka
2020-03-19,16:52:55.497,0.038818, -0.017822, 0.995117,-1.785278, 3.555298, -0.144958,rivka
2020-03-19,16:52:55.533,0.037109, -0.019043, 0.979736,-2.891541, 1.403809, -0.099182,rivka
2020-03-19,16:52:55.561,0.041260, -0.020508, 0.985107,-2.433777, 0.793457, 0.320435,rivka
2020-03-19,16:52:55.589,0.050293, -0.030762, 0.989502,-1.159668, 2.601624, 0.267029,rivka
2020-03-19,16:52:55.617,0.042725, -0.025879, 0.984863,1.358032, 3.555298, -0.976562,rivka
2020-03-19,16:52:55.644,0.036133, -0.017578, 0.998291,0.946045, 2.700806, -0.930786,rivka
2020-03-19,16:52:55.674,0.036865, -0.007080, 0.989990,-1.243591, 0.625610, -1.106262,rivka
2020-03-19,16:52:55.702,0.042725, -0.008057, 0.993408,-2.441406, 0.961304, -0.167847,rivka
2020-03-19,16:52:55.731,0.047852, -0.020508, 0.977783,-3.684998, 1.312256, -0.144958,rivka
2020-03-19,16:52:55.758,0.052246, -0.024658, 0.983643,-1.945496, 2.777100, 0.274658,rivka
2020-03-19,16:52:55.786,0.042236, -0.015381, 0.979736,0.679016, 3.479004, 0.213623,rivka
2020-03-19,16:52:55.814,0.034912, -0.000732, 0.992188,1.937866, 2.647400, 0.030518,rivka
