timestamp,ax,ay,az,gx,gy,gz,label
2020-03-22,14:36:46.286,0.109375, 0.264893, 0.890381,-0.373840, -6.835938, -11.398315, rivka
2020-03-22,14:36:46.312,-0.164307, 0.152344, 1.076172,-10.177612, -10.711670, 6.080627, rivka
2020-03-22,14:36:46.338,0.090576, 0.247559, 0.955322,-4.798889, -11.444092, 5.134583, rivka
2020-03-22,14:36:46.364,0.201416, 0.318848, 0.961670,-16.227722, 0.114441, -10.749817, rivka
2020-03-22,14:36:46.389,0.081299, 0.240967, 1.051270,-9.750366, 38.467407, -10.757446, rivka
2020-03-22,14:36:46.415,0.049805, 0.126709, 0.965820,-12.222290, 14.953613, -18.478394, rivka
2020-03-22,14:36:46.441,-0.141113, 0.019287, 1.031494,1.167297, -6.637573, -5.348206, rivka
2020-03-22,14:36:46.467,0.097168, 0.073486, 0.859863,24.383545, 8.598328, 24.528503, rivka
2020-03-22,14:36:46.492,-0.243652, 0.197998, 0.969238,0.831604, -36.010742, -8.964539, rivka
2020-03-22,14:36:46.518,0.162598, 0.194580, 0.861328,3.044128, 5.531311, 4.692078, rivka
2020-03-22,14:36:46.544,0.097412, 0.181641, 1.151123,11.642456, 44.487000, 20.980835, rivka
2020-03-22,14:36:46.571,0.134033, 0.166504, 0.862305,10.978699, 21.217346, 6.507874, rivka
2020-03-22,14:36:46.597,0.047119, 0.136963, 0.880371,11.306763, 10.673523, 3.005981, rivka
2020-03-22,14:36:46.624,0.037354, 0.175781, 0.918945,7.209778, -4.188538, -0.053406, rivka
2020-03-22,14:36:46.650,0.057129, 0.265381, 0.988281,-6.103516, 6.156921, -5.737305, rivka
2020-03-22,14:36:46.675,0.017822, 0.198975, 0.968750,-9.483337, -6.965637, -10.467529, rivka
2020-03-22,14:36:46.701,0.052246, 0.156494, 0.895508,-6.027222, 7.621765, -4.669189, rivka
2020-03-22,14:36:46.728,0.016602, 0.151367, 0.924072,-7.835388, 17.478943, 3.280640, rivka
2020-03-22,14:36:46.753,-0.110840, 0.257568, 1.133789,-3.372192, 1.739502, 1.853943, rivka
2020-03-22,14:36:46.779,0.016113, 0.256348, 0.991943,-2.098083, 3.196716, 3.982544, rivka
2020-03-22,14:36:46.805,0.092529, 0.219971, 0.923096,-9.048462, 5.569458, -2.609253, rivka
2020-03-22,14:36:46.830,-0.010010, 0.132568, 0.968262,-2.952576, 13.664246, 0.251770, rivka
2020-03-22,14:36:46.856,-0.019043, 0.151611, 0.974609,2.761841, -5.096436, 0.915527, rivka
2020-03-22,14:36:46.883,0.028320, 0.228271, 0.979004,-1.312256, -0.076294, 3.158569, rivka
2020-03-22,14:36:46.908,0.078369, 0.217529, 0.932373,-5.386353, 14.663696, -0.198364, rivka
2020-03-22,14:36:46.934,0.034912, 0.190430, 0.951172,-4.730225, 22.575378, -2.311707, rivka
2020-03-22,14:36:46.960,-0.065186, 0.064209, 0.899170,-0.946045, -18.402100, -9.048462, rivka
2020-03-22,14:36:46.985,-0.008057, 0.171631, 0.959717,-3.868103, -4.127502, -2.326965, rivka
2020-03-22,14:36:47.012,0.028564, 0.212891, 0.979004,-3.898621, 4.737854, -0.839233, rivka
2020-03-22,14:36:47.037,0.061768, 0.196045, 0.908447,-7.133484, 4.783630, -3.295898, rivka
2020-03-22,14:36:47.063,-0.016602, 0.169189, 0.981445,-8.262634, 0.465393, -3.723145, rivka
2020-03-22,14:36:47.089,-0.033936, 0.119385, 0.966309,-7.293701, -12.405396, 0.083923, rivka
2020-03-22,14:36:47.114,0.009766, 0.179688, 0.981445,-4.600525, -6.431580, 3.845215, rivka
2020-03-22,14:36:47.141,0.065186, 0.221436, 0.969971,-3.364563, 8.880615, 4.119873, rivka
2020-03-22,14:36:47.168,0.039062, 0.191650, 0.965820,-4.760742, 5.447388, -1.037598, rivka
2020-03-22,14:36:47.193,0.006836, 0.145020, 0.965088,-3.601074, -4.043579, -1.831055, rivka
2020-03-22,14:36:47.219,0.001465, 0.170898, 0.980225,-5.157471, -5.790710, 2.975464, rivka
2020-03-22,14:36:47.245,0.032227, 0.158203, 0.952148,-2.937317, -2.624512, 3.341675, rivka
2020-03-22,14:36:47.271,0.069580, 0.168701, 0.930420,-1.304626, 2.235413, 0.755310, rivka
2020-03-22,14:36:47.298,-0.061523, 0.216797, 1.040527,-8.750916, -16.433716, -7.713318, rivka
2020-03-22,14:36:47.324,-0.032959, 0.206299, 1.015381,-6.843567, -9.628296, -1.777649, rivka
2020-03-22,14:36:47.350,0.026611, 0.133545, 0.947510,-2.853394, -11.749268, -0.091553, rivka
2020-03-22,14:36:47.376,0.042480, 0.195801, 1.011230,0.282288, 4.486084, 5.508423, rivka
2020-03-22,14:36:47.401,0.092529, 0.215332, 0.959473,-0.366211, 4.417419, 1.029968, rivka
2020-03-22,14:36:47.428,0.020264, 0.189453, 0.977051,-4.081726, 4.638672, -0.053406, rivka
2020-03-22,14:36:47.454,0.039551, 0.143555, 0.965576,-2.418518, -0.251770, 0.320435, rivka
2020-03-22,14:36:47.479,0.011475, 0.134766, 0.952393,-2.037048, -3.761292, 0.015259, rivka
